Season,Episode,Speaker,Line
3,3,skyler,a manufacturer technically they call them cooks i looked it up on the internet
3,3,skyler,i cant i cant do it i dont want my son to find out that his father is a criminal i just i cant do that to him
3,3,skyler,walt has lung cancer his treatment bought him some time but the doctors they all say that sooner or later i cant see why i should lay all this on my family when things may resolve themselves on their own without anyone else knowing
3,3,steve,man did i lose a bet or something what are we doing in this shthole
3,3,hank,relax will you
3,3,steve,relax this is the kind of place you get knifed we should have went to chilis man
3,3,hank,all right already jesus
3,3,steve,outback steakhouse its not too late they got that blooming onion
3,3,hank,whats wrong with spicing things up a little
3,3,steve,this spice looks like its been through a couple of guys already so when you headed back down to el paso
3,3,hank,you know between all the packing errands getting the ducks in a row maybe a week or two
3,3,steve,week or two come on man id be dying to get back in the action its not like theres nothing going on up here
3,3,hank,what are you talking about
3,3,steve,aint jack going on up here its quiet as hell
3,3,hank,im gonna hit the head those two over there i think theyre holding
3,3,steve,man in this place the bartenders probably holding all right
3,3,hank,what you doing
3,3,steve,calling apd what do you think
3,3,hank,since when cant we handle a couple dirtballs
3,3,steve,come on man courtesy call what if vice is running some kind of undercover op
3,3,hank,screw it its your turn to pay
3,3,steve,where you going
3,3,hank,gotta take a leak
3,3,steve,jesus get yourself some flomax
3,3,hank,stand up
3,3,hank,your move dea dont move go out and tell my partner to get his ass in here
3,3,jane,if youre trying to sell me something ive got four words for you do not call list however if youre cool leave it at the beep if youre trying to sell me something ive got four words for you do not call
3,3,walter,skyler can we talk
3,3,steve,asac wants to see you
3,3,hank,and
3,3,steve,we were hanging back saw a deal go down i went outside to call it in you stayed to keep an eye on the suspects thats when they attcked you what i didnt tell him is that you left your gn under the seat before you went back inside
3,3,walter,ive done a terrible thing but i did it for a good reason i did it for us that is college tuition for walter jr and holly 18 years down the road that is health insurance for you and the kids for juniors physical therapy his sat tutor its money for groceries for gas for birthdays and graduation parties skyler that money is for this roof over your head the mortgage you arent gonna be able to afford on a parttime bookkeepers salary when im gone
3,3,skyler,walt i
3,3,walter,please please this money i didnt steal it it doesnt belong to anyone else i earned it the things ive done to earn the things that ive had to do ive got to live with them skyler all that ive done all the sacrifices that i have made for this family all of it will be for nothing if you dont accept what ive earned please ill be here when you get home from work you can give me your answer then
3,3,ted,hey sky
3,3,skyler,are your kids home
3,3,skyler,hey louis
3,3,skyler,sure
3,3,walter,hey skyler im cooking dinner pot roast so how was your day
3,3,skyler,good
3,3,walter,good excellent i hope you dont mind i invited louis to stay for dinner tonight you know as a thank you for driving walter jr to school for us weve been kind of absent but i tell you louis really pitched in look i just wanna say that i feel good about our talk this morning and im very eager to hear what youre thinking about what we talked about but you know whenever youre ready of course honesty is good dont you think
3,3,skyler,i fcked ted boys dinner iced tea
3,3,walter jr,yeah okay thank you
3,3,skyler,louis
3,3,skyler,all right i want you boys both to eat your salad okay okay i know nobody likes salad but its good for you
3,4,jesse,70 crap
3,4,jesse,yeah i dont have a card
3,4,jesse,kind of in between banks right now you think i could just come back later im totally good for it id come back i swear
3,4,jesse,wait wait wait hold on a second maybe we could trade ever try it
3,4,jesse,not really its just a media thing you know
3,4,jesse,its awesome everythings maximum interesting you get these really cold and sharplike action dagger feelings its awesome come on what do you say have a nice day
3,4,saul,so how does it feel does it hurt
3,4,saul,yeah but is it painful
3,4,saul,well you need your breathing although lets not lose sight of the fact that you were the victim of a terrible accident antonio so some discomfort is to be expected lets go with that one a cashiers check por favor oh and spread the word im building a classaction flight 515 victims families would be great ill take anyone on the ground who suffered emotionally anxiety sleeplessness you get the picture trouble
3,4,walter,ted beneke you cannot be serious that guy is a joke
3,4,skyler,you know what you called my bluff
3,4,walter,what does that even mean
3,4,skyler,you dared me to tell the police and i couldnt do it so you win if you want to stay in this house fine but we are not married anymore
3,4,walter,i told you that i was done cooking meth skyler i promised you that
3,4,skyler,so what
3,4,walter,you know what at least i didnt run off to gojesus i mean everything that i did i did for this family
3,4,skyler,just keep telling yourself that
3,4,walter,what is that supposed to mean
3,4,skyler,you dont like it then leave and take your drug money with you
3,4,walter,thats what you want
3,4,saul,jesus
3,4,mike,garbage disposal
3,4,walter,you think this will get me to move out you can screw ted you can screw the butcher the mailman
3,4,skyler,god walt
3,4,walter,whoever you want screw them all im not going anywhere
3,4,skyler,suit yourself
3,4,saul,is this a good or bad thing
3,4,walter,suit myself you want me to suit myself ill suit myself to his face
3,4,saul,its a bad thing
3,4,walter,hello walter white to see ted beneke
3,4,walter,okay i will wait
3,4,walter,i have all the time in the world okay here we go okay
3,4,walter,ted come on
3,4,walter,ted i can see you i can see you standing right there in your office now come on open the door come on lets talk i just want to talk thats all come on lets be men about this okay how about that
3,4,ted,hey walt im kind of in the middle of something now
3,4,walter,oh yes you are so open the door youre damn right youre right in the middle just open the door and lets talk about it okay open the door ted right now you dont want to be a man about it plan b how do you like that plan b
3,4,walter,im talking with ted next time youll open the door
3,4,walter,come on oh damn it no im just here to talk i just want to talk to him
3,4,walter,god can i just talk i just want to talk to him
3,4,walter,okay all right all right all right all right im calm im calm asshle what do you want what do you want hey hey come on
3,4,saul,what the hell is wrong with you you act like youre the first guy this happened to i caught my second wife screwing my stepdad okay its a cruel world walt grow up
3,4,walter,i just wanted to talk to him
3,4,saul,yeah well now im talking to you consider this an intervention you could have been arrested back there you understand speaking as your lawyer im always looking for billable hours but speaking as your business associate im strongly advising that you get your shit together just cool it with this beneke guy at least for now okay lets talk shop because i think this is a great opportunity to channel some of that negative energy into something positive
3,4,walter,how did you know
3,4,saul,sorry
3,4,walter,about skyler about where to find me just now how did you know
3,4,saul,thats just my meticulousness dont bog down in detail walt the lesson here should be
3,4,walter,did you bug my house
3,4,saul,yeah but i didnt know it was your house did i youd moved out besides you basically told me to
3,4,walter,i told you to
3,4,saul,you strongly hinted that i should you were worried your wife might say something to the police
3,4,walter,what no no thats not true when the hell did i say that
3,4,saul,lets not get lost in the who what and whens the point is we did our due diligence and she didnt talk she kept quiet she stood by you walt which if you ask me is the ironical silver lining here i mean on the one hand sure she snuck off the reservation to get some dirty damp and deep on the other hand off me
3,4,walter,youre fired youre done
3,4,saul,good oh boohoo i wont cook meth anymore youre a crybaby who needs you and im unplugging the website so no more money laundering how do you like that
3,4,walter,i want those bugs out of my house today i want them out now
3,4,saul,you just bought a 300 suit psycho go
3,4,walter,great drilled right into the stucco
3,4,mike,a little bit of putty youll be fine
3,4,walter,just make sure you get all of those things
3,4,mike,a these things cost 800 apiece b youre not that interesting so yeah ill get all of them walter
3,4,walter,great line of work by the way real upstanding field
3,4,mike,yeah well i enjoy it
3,4,walter,youre free to leave now anytime
3,4,mike,you know walter sometimes it doesnt hurt to have someone watching your back
3,4,walter,hi whats up
3,4,walter,of course is this a wheaten terrier
3,4,walter,norfolk thats surprising
3,4,walter,sure
3,4,walter,thank you
3,4,walter,no lets just keep this
3,4,hank,you know look youre the one always talking about dc okay this is how you get there you answer the bell you pay your dues besides you know its a big deal to get picked for this el pasos like the super bowl i could get klled crossing the street okay whatever you know i want to go
3,4,marie,what about last time
3,4,hank,what about last time schrader hey sheriff yeah blue huh yeah yeah thing is im supposed to be getting on a plane right now the stuff this guy had was blue you sure about that yeah yeah i want to talk to him taxi
3,4,walter,hi
3,4,jesse,man im sorry i needed to talk to you but you werent at your apartment
3,4,walter,no i moved back home
3,4,jesse,thats good right
3,4,walter,yeah
3,4,jesse,yo did you just get fired
3,4,walter,no no no no its more like a sabbatical indefinite yeah so whats up
3,4,jesse,should we go somewhere
3,4,walter,no this is fine
3,4,jesse,so i want an intro to your guy
3,4,walter,what guy
3,4,jesse,your guy your distribution guy the guy saul hooked you up with
3,4,walter,no no no come on jesse
3,4,jesse,i thought about it and i want to its the one thing im good at
3,4,walter,no that is just not true youre good at a lot of things son
3,4,jesse,like what
3,4,walter,what about your sobriety
3,4,jesse,i told you im not using ever i just want back into the business
3,4,walter,well i dont im sorry
3,4,jesse,i know and thats cool im not asking you to cook
3,4,walter,whats this
3,4,jesse,in the end i just went with two reflux condensers i didnt want to lose track of my ph levels but i did everything else just like you taught me super careful in my amounts and watched the numbers every step of the way so what do you think its good right
3,4,walter,what in the hell is this
3,4,jesse,what
3,4,walter,what this this this is my product this is my formula this is mine
3,4,jesse,its our product but yeah i was gonna cut you in
3,4,walter,oh you were gonna cut me in no no no i cut you in
3,4,jesse,what the hell is your problem all im asking is for you to set a meet
3,4,walter,absolutely not
3,4,jesse,why
3,4,walter,because i am not gonna lend my name to an inferior product i mean look at the diameters here what did you use for reduction dont tell me platinum dioxide right
3,4,jesse,no mercuryaluminum amalgam the dioxides too hard to keep wet
3,4,walter,all right well you mustve done it wrong then your color is all cloudy so you were struggling with distillation too now this is very shoddy work pinkman im actually embarrassed for you
3,4,jesse,what no way i gave out samples and everyone said it was the bmb
3,4,walter,oh they said it was the bmb and who were they i wonder a bunch of meth heads
3,4,jesse,yeah yeah they should know right
3,4,walter,yeah well sorry i cant help you
3,4,jesse,fine asswad ill contact the guy myself
3,4,walter,oh yeah well good luck because my guy is a pro and he doesnt deal with junkies
3,4,jesse,you know what eat me
3,4,walter,anytime loser hey hey hey wait hey
3,4,skyler,i cant believe its only 400 this day is dragging
3,4,skyler,okay i wish i could stay
3,4,ted,so stay whats stopping you
3,4,skyler,what like everything you mean how about my lunatic husband refusing to leave the house
3,4,ted,so move in here
3,4,skyler,and then my son hating me even more
3,4,ted,thatll pass i went through that with the girls they adapt
3,4,skyler,and now everyone at work thinks im an evil ladderclimbing whore
3,4,ted,theyre all fired effective immediately what else
3,4,skyler,oh arent you the answer man
3,4,ted,where did it go wrong exactly with you and walt i mean i always saw him as kind of mildmannered something i dont know changed when he got sick or
3,4,skyler,i dont know what changed ted and i just dont feel really comfortable talking about it
3,4,ted,sorry just asking out of selfinterest gotta make sure i dont make the same mistake
3,4,skyler,i would be amazed
3,4,hank,just let me see if im following you here russell you got this stuff from some guy at gasparzas who was wearing tan pants and who youre 80 percent sure had a mustache thats it right thats your brain working at maximum capacity russell everything all right in there
3,4,hank,well there you go see you served an actual earthly function
3,4,hank,mel who does he have a last name
3,4,hank,all right well well go with the muh sound thanks a lot appreciate it
3,4,hank,remind me to get a vasectomy okay its after 9 so this bar that girl george is at probably walltowall dirtbags by now lets go have a little lookyloo see if we cant find this mnamed clown
3,4,steve,what
3,4,hank,its a lead
3,4,steve,lead to what
3,4,hank,to heisenberg i told you it was only a matter of time before this guy booted up again here we go my friend dont hate me because im beautiful gomey just apologize and buy me a beer
3,4,steve,man youre reaching this stuff could be a knockoff or left over from an older cook how do you know heisenbergs gearing up again
3,4,hank,how do i know because i know
3,4,steve,i dont get it this is the reason why youre blowing off the task force chase down teeners im getting tired of all the secondguessing
3,4,hank,if youre not sufficiently stimulated by this investigation do us both a favor and ask for a transfer
3,4,steve,what is up with you lately starting bar fights turning down el paso and now this bullshit do you need to talk to someone or what
3,4,hank,talk to someone talk to who
3,4,steve,im not trying to step on your toes bro okay im just worried about you thats all
3,4,hank,appreciate that bro now take your hand off my shoulder
3,4,saul,yeah yeah the one that was on tv did any little piece fall on your property im not looking for an entire wing here mr linkas it could be a nut or a bolt it could be a bag of peanuts just so long as it caused you pain and suffering oh no no no closed calling you back you had your chance i told you to get him cooking again you blew it off and now its too late the guys gone mass maniac on us all i wanted was to show you two your potential and what do i get in return a bone contusion you wanna see the scar i wish you two hadhi there how in the hell did you get walt to
3,4,jesse,i made it you know the guy who knows the guy right
3,4,mike,well good news is for stagethree cancer the guys doing well physically mentally the guys a disaster hes gone off the rails over this thing with his wife my opinion hes not coming back not on his own your friends were at his place again by the way they drew something on the street outside his house a scythe
3,4,gus,animals does the lawyer know
3,4,mike,should he
3,4,gus,no
3,4,mike,if you want this guy to produce again why not just tell him you stand between him and an ax in the head
3,4,gus,i dont believe fear to be an effective motivator i want investment for now im simply interested in the time frame he will live for the foreseeable future yes
3,4,mike,foreseeable couple years at least barring acts of god and men with axes from the lawyer im supposed to let you know the pinkman kid is looking to sell
3,4,gus,i dont work with junkies
3,4,mike,thats what i thought youd say probably for the best what i hear he and walter are splitsville
3,4,gus,really
3,4,mike,thats what goodman says cats and dogs
3,4,gus,do the deal
3,4,merkert,agent schrader you need to be calling me back asap ive got texas breathing down my neck and im not about
3,4,hank,where can i find him you think
3,4,hank,i know you said that a few times
3,4,hank,whats your name darling
3,4,hank,where did this come from cara
3,4,hank,look im just gonna come right out and say it youre a bad liar cara dont get me wrong not the worst ive ever seen once i had a guy try to explain the dope balloon up his butt on bad thai food still youre not a very good liar
3,4,hank,stop you look like a good kid im not here to get you in trouble but you need to tell me where this came from right now
3,4,hank,okay and who gave it to you
3,4,hank,some guy whats his name okay what what did he look like
3,4,hank,yeah yeah yeah dreamy okay what else piercings jewelry distinctive articles of clothing come on come on listen to me its real important that i find the person that had these drgs so if you can remember anything else come on think come on now come on
3,4,hank,okay good good what can you remember what kind of rv what color did you spot a license plate
3,4,hank,cara please tell me that that camera works
3,4,hank,damn it bingo
3,4,walter jr,these eggs are good mom
3,4,skyler,thanks
3,4,walter jr,hey you know whats weird dads website its been three days since the last donation
3,4,walter,yeah well people lose interest
3,4,walter jr,so how long are you off for
3,4,walter,a few weeks ill play it by ear i probably pushed it you know going back to work too soon
3,4,walter jr,think i can get a ride today louis has a doctors appointment
3,4,walter,yeah
3,4,walter jr,hey so dad can babysit now right you wont have to take holly to work every day
3,4,skyler,sometime maybe yeah well see
3,4,jesse,whats up i think youll seriously enjoy yo wait no no no way hey hey hey what the hell this is only half
3,4,jesse,yo wheres the other half btch
3,4,hank,i mean the whole thing was crazy poor bastard i felt sorry for him i think he actually thought we were the cable guys you know anyway sorry about those missed calls chief im changing providers it wont happen again
3,4,merkert,are you going to el paso hank
3,4,hank,hell yes with pointy boots and bells on got this break in the heisenberg case
3,4,merkert,the blue meth you mean the teenth
3,4,hank,yeah well that teenth got things rolling i traced it to a gas station in cibola thats where i got these the stations closedcircuit was down surprise surprise but i was able to pull some of these snapshots off an atm security camera we always thought these guys might be campercooking first off your typical class c motorhome is gonna grunt at least 5000 pounds of interior fixtures appliances furniture builtins see how high that suspensions riding no way no how this things carrying that kind of weight this thing has been cleared out and stripped down to its tightandcurlies for what blood bank maybe a bookmobile
3,4,merkert,theres no clear view of the plates
3,4,hank,yeah well you can only get so lucky right but theres no front plate tells me its likely new mexico registration i checked with the dmv there are only 29 of these early80s bounders registered in the state
3,4,merkert,only 29
3,4,hank,yeah so i gotta go you know knock on some doors
3,4,merkert,they need you in el paso hank
3,4,hank,you bet im just gonna wrap up this heisenberg thing first
3,4,merkert,youre refusing the assignment
3,4,hank,im not ill go its just i need some more time
3,4,merkert,youre not hearing me agent schrader youre out of time are you going to el paso now tonight its a simple yes or no
3,4,hank,no i cant but thats only because im really close to something big here
3,4,merkert,better get to it then
3,5,walter,i am awake
3,5,jesse,you are not how i remember you from class i mean like not at all dude this isnt even 7 grand all right my guy wants 85
3,5,walter,this is all the money i have in the world you are a drug dealer negotiate buy the rv we start tomorrow
3,5,jesse,work it work it baby
3,5,skinny pete,yo this is sick brother
3,5,jesse,totally god
3,5,jesse,oh i got the funds hey would you ladies like to meet my fat stack get in here come on hey yo yo yo you got champagne none of that cheap stuff i want the expensive shit don perignon
3,5,jesse,oh well in that case ill only have two oh and i want the tall skinny glasses i like those skinny glasses thats what james bond drinks mofos im all about that
3,5,skinny pete,must be moving mad volume
3,5,jesse,its funny you wanna know whats funny
3,5,jesse,this old dude he gave it to me
3,5,skinny pete,what
3,5,jesse,he gave it to me its his entire life savings
3,5,jesse,because hes a dumbass thats why oh god yes all right living large players thank you yo thank you thank you
3,5,skinny pete,that wasthrows up awesome bro later
3,5,jesse,oh man oh im so dead i only gotoh damn i only got like 1400
3,5,jesse,no man supposed to use that dudes money to buy an rv
3,5,jesse,because like because like never mind jesus now i gotta like leave town or change my identity or something guys blackmailing me hes got like a criminal mind yo
3,5,jesse,no i need it today now
3,5,jesse,youre telling me you can get me an rv for 1400 at 6 in the morning
3,5,jesse,right on so do i need to sign something
3,5,jesse,what
3,5,skyler,oh my god i love this floor this feels fantastic can you control the temperature
3,5,ted,yeah there should be a switch right next to you there its a thermostat
3,5,skyler,ted this has gotta be the most amazing invention ever
3,5,ted,i know contractor talked me into it seemed kind of extravagant but i gotta tell you once you try it you cant go back
3,5,skyler,i can never find anything in this buick
3,5,ted,you know you could leave a few things here if you want
3,5,skyler,why dont you go get your dad
3,5,walter jr,sure hey dad dad
3,5,walter,yeah
3,5,walter jr,moms asking wanna come to dinner
3,5,walter,yeah ill be right there youre not listening to me i dont know
3,5,jesse,yeah right like you dont know
3,5,walter,what did i just say
3,5,saul,give me the phone give it
3,5,jesse,like you didnt make some deal behind my back
3,5,walter,correct i did not i was sitting at a stoplight minding my own business when the man the kid threw a bag of money through my window
3,5,jesse,whatever man you owe me that money
3,5,saul,let me talk to him
3,5,walter,i owe you i owe you nothing and i will get to the bottom of this trust me
3,5,jesse,trust you trust you thats a good one yeah thats what im gonna do
3,5,walter,you wanna talk about trust jesse lets talk about trust i told you not to cook my formula and you went ahead and did it anyway
3,5,jesse,because i never said i wouldnt cook it because it aint yours its ours plural btch
3,5,walter,you did not have my permission
3,5,jesse,all i know is i got half the money im due and you got the rest
3,5,saul,escalating youre escalating
3,5,jesse,you know what escalate this my meth my money i will be a oneman glass factory i will rock that rv 24
3,5,hank,its buttoned up tight cant see a damn thing
3,5,steve,i aint feeling it no smoke no smell no waste theres no cook
3,5,hank,could be theyre setting up i heard movement inside
3,5,steve,i say we call it a night come back with a search warrant
3,5,hank,im not letting this sucker out of my sight theres gotta be a way theres gotta be a way theres gotta be a way
3,5,steve,hey hey hey what are you doing
3,5,hank,sorry i appreciate going after the bad guys im sorry and enjoy the rest of your vacation okay go back to your trailers everythings okay guys vfw hes cool were gonna check out a couple more and call it a morning okay what do you say
3,5,steve,cant gotta get home
3,5,hank,why you leave your balls in your wifes purse or what
3,5,steve,gotta pack
3,5,hank,where you headed
3,5,steve,texas
3,5,marie,hey there hank hank can i come in
3,5,hank,hey babe
3,5,marie,hey how did it go last night
3,5,hank,good
3,5,marie,catch the bad guys
3,5,hank,nope
3,5,marie,want me to make you some breakfast
3,5,hank,no im heading back out after this
3,5,marie,now you worked all night get some sleep hank those rvs arent going anywhere
3,5,hank,theyre recreational vehicles marie thats what they do
3,5,marie,you know what i mean i spoke with blanca she said that steves going to el paso
3,5,hank,yeah
3,5,marie,i was just wondering how you feel about that
3,5,hank,i turned it down end of story
3,5,marie,good good jesus god knows im relieved
3,5,hank,i needed some time here because im deep into this investigation and couldnt do both so i made a judgment call
3,5,marie,you know that you can talk to me about things right you dont have to go through this alone
3,5,hank,do you ask me which lead bib to put on someone before you nuke them jesus marie i made a decision im not going through anything doing my job
3,5,marie,i would like
3,5,hank,i know i know a condo in georgetown i know
3,5,marie,if you would let me finish i was going to say id like to be included thats all
3,5,hank,dont you worry about my career my career is just fine
3,5,marie,did you not wanna go i dont blame you i just
3,5,hank,arent you late for work or something
3,5,marie,after what happened it would make perfect sense for you to not wanna go back
3,5,hank,im onto some important stuff right here right now and mexico doesnt have a damn thing to do with it anyone who doubts that i mean im doing some actual good out here and all i get are these bullshit accusations what everyone thinks im jerking off on this thing fine but im onto something i know it you understand me you hear me
3,5,walter,what exactly is this ill tell you what i think it is a ploy a ploy to get me cooking again and an obvious one at that
3,5,gus,how do you mean
3,5,walter,as if i would seriously believe you would hire an addict jesse pinkman recovering or not
3,5,gus,you vouched for him previously i took you at your word
3,5,walter,no no no no let me be clear let me be perfectly clear jesse was capable of working under my supervision trusting him with a solo venture well thats quite another matter how he could possibly produce anything other than a mediocre product at best
3,5,gus,i am told his product was more or less consistent with the quality i had come to expect
3,5,walter,more or less more or less really boy that is thetalk about setting the bar low except you dont do that set the bar low therefore what conclusion am i left to draw that you believe i have some proprietary kind of selfishness about my own formula some sort of overweening pride i suppose that you think simply overwhelms me clouds my judgment but it doesnt absolutely not i simply respect the chemistry the chemistry must be respected
3,5,gus,i apologize for being so transparent would you take a drive with me id like to show you something
3,5,skyler,hi is everything okay
3,5,marie,shes already finished an entire bottle but she still seemed hungry then she fell asleep but i was thinking id give her another when she wakes up
3,5,skyler,yeah yeah absolutely absolutely fatten that baby up
3,5,marie,will do
3,5,skyler,was that it
3,5,marie,so where are you are you at work
3,5,skyler,yeah yeah im at work i shouldnt be much longer is that okay
3,5,marie,you know i love my little pookums you can leave her with me for the next 18 years as far as im concerned
3,5,skyler,great thanks marie are you sure youre okay sweetie what is it come on
3,5,marie,its hank
3,5,skyler,hank what about him
3,5,marie,i dont know how to talk to him i dont know what to say to him anymore i dont know how toever since el paso ever since maybe before
3,5,skyler,yeah god knows he went through a lot down there
3,5,marie,people blown up right in front of him blood everywhere and last week el paso said they want him back
3,5,skyler,yeah
3,5,marie,hes not going steve gomez is going in his place and i dont know how i feel about that
3,5,skyler,well hes certainly a lot safer up here isnt he
3,5,marie,of course and i want him safe but i cant tell what he wants he wont talk to me he hardly even comes home he works all day all night barely eats barely speaks to me its like somethings eating him away from inside hes just not the same hes not facing death it changes a person it has to dont you think i guess youve noticed a change in walt
3,5,gus,please
3,5,walter,what is this
3,5,gus,your new lab
3,5,walter,my god thorium oxide for a catalyst bed look at the size of this reaction vessel oh its gotta be 1200 liters where where how did you know how to put this all together
3,5,gus,i had excellent help as will you quite a lot of planning went into this
3,5,walter,i would say so
3,5,gus,the laundry upstairs ive owned it for years it receives large chemical deliveries on a weekly basis detergents and such there is nothing suspicious about it and my employees to be sure are welltrained trustworthy the filtration system is state of the art it will vent nothing but clean odorless steam just as the laundry does and through the very same stacks i need 200 pounds per week to make this economically viable you would choose your own hours of course come and go as you please so long as the quota is met
3,5,walter,sorry the answer is still no i have made a series of very bad decisions and i cannot make another one
3,5,gus,why did you make these decisions
3,5,walter,for the good of my family
3,5,gus,then they werent bad decisions what does a man do walter a man provides for his family
3,5,walter,this cost me my family
3,5,gus,when you have children you always have family they will always be your priority your responsibility and a man a man provides and he does it even when hes not appreciated or respected or even loved he simply bears up and he does it because hes a man
3,5,ted,any chance we could grab a quick bite the thai place around the corners pretty good
3,5,skyler,i really gotta head home
3,5,ted,all right rain check then
3,5,walter jr,great dinner mom can i be excused
3,5,skyler,to do homework or to play video games
3,5,walter jr,i can multitask
3,5,skyler,yeah you wanna take her
3,5,walter,yeah
3,5,hank,give me something andy come on welded onto the back of a house well thats classy christ okay okay thanks hey janice janice that the last one
3,5,hank,could you check again
3,5,hank,janice im dead in the water here
3,5,hank,hey how are you guys doing
3,5,steve,oh yeah im gonna clean it really good i tell you all good
3,5,hank,gomey yeah time for the little bird to fly the nest huh the right guy for the job since the beanspeak comes natural and all
3,5,steve,wanna know how to say get bent in spanish
3,5,hank,just dont go native on me all right hey here know your enemy and all fight the good fight brother
3,5,steve,i will who got a drink around here
3,5,skyler,i just dont know what the hell im doing anymore you know its like im paralyzed like if i take a step in any direction im gonna make a spectacular mistake god i could go for a glass of wine about now you wanna go to sorry never mind anyway breaking news is i am sleeping with my boss and i dont know why yep thats a lie i do know why i mean hes a lovely guy hes a really good person but i mean its not like were ever gonnasomehow and i cant actually believe it but my entire family sees me as some sort ofmy own sister my brotherinlaw my teenage son tells me im a btch and you say tell him the truth tell him about his father but i cant ever how could i and this man that im seeing you know as wrong as i know it is as much as i know im probably doing it to make walt leave me it is the only thing in my day where i dont feel like im drowning
3,5,skyler,yeah
3,5,skyler,walt says hes not going anywhere so thats a really brilliant gambit on my part yep genius he keeps money in the house
3,5,skyler,i didnt count it its heavy a bag where he keeps it
3,5,skyler,no god no i just no im just you know im just trying to just talk it through
3,5,skyler,im just saying you know we have a history hes the father of my children and maybe what he did
3,5,skyler,i didnt marry a criminal
3,5,saul,hows about we run through this one more time especially where i do the talking you dont say jack
3,5,jesse,oh im gonna say jack im gonna say plenty
3,5,saul,what did we say about escalating huh whos got your back here me all right im going to take care of things hey what are the parameters of this sobriety thing you got going
3,5,jesse,what do you mean
3,5,saul,can you take a xanax because i got a drawer full of them i get them from my chiropractor vietnamese 5foot tall she adjusts you to completion her names kim nu suong as delicious as it sounds i should give you her card
3,5,jesse,hell with this im out of here
3,5,saul,send him in hello walt good to see you please have a seat here mr pinkman if you will
3,5,jesse,youre late
3,5,saul,gentlemen if we could come to some accommodation here now theres always a way to oil everyones lock this young man is prepared to offer you a sweetheart of a deal for doing precisely nothing
3,5,walter,really
3,5,saul,ten percent of all future profits from his solo venture thats money you get paid for walking down to the mailbox consider it a gesture of respect for your valuable contribution to the business thus far im sure youll agree thats fair
3,5,jesse,thats charity is what that is i do all the work he sits around on his fat ass judging people
3,5,saul,escalating stop so theres that but then theres one small detail clearly a mistake was made on the part of our mutual associate when he paid you half of jesses earnings he must not have realized that you two had come to a parting of the ways
3,5,walter,take it it belongs to you
3,5,jesse,youre damn right it belongs to me
3,5,saul,i knew i could count on you boys to play nice that almost brings a tear to my eye
3,5,walter,enjoy it spend it in good health that is the last money youll ever earn in this business
3,5,jesse,what the hell is that supposed to mean
3,5,walter,well i hate to break it to you jesse but our mutual associate was only using you to get to me
3,5,jesse,what are you talking about
3,5,walter,see he needs someone with expertise someone who knows what hes doing in other words he needs me
3,5,jesse,youre telling me youre cooking again
3,5,walter,yeah lets see how should i put this im in youre out
3,5,saul,walt hold on there what was the offer if i may ask
3,5,walter,its three million for three months of my time
3,5,saul,youre gonna need that money laundered i mean of course what was our deal before seventeen percent thats a shade high lets settle on an even 15 thats a nice round number
3,5,walter,five percent
3,5,saul,fourteens fair
3,5,walter,five
3,5,saul,thirteen
3,5,walter,five
3,5,saul,twelve for old times sake 12
3,5,walter,five
3,5,saul,im a reasonable guy its a shortterm deal ten even but i cant go any lower and still respect myself five
3,5,jesse,what in the hell just happened youre my lawyer not his
3,5,saul,thats the way of the world kid go with the winner
3,5,jesse,you think this will stop me from cooking
3,5,walter,cook whatever you like as long as its that ridiculous chili p or some other dreck but dont even think about using my formula
3,5,jesse,just try and stop me btch
3,5,hank,hi there mrs ortega
3,5,hank,hi im hank schrader im with the drug enforcement administration were interested in an rv thats registered to your name and address do you have an rv
3,5,hank,stolen huh yeah well then im curious as to why the theft was never reported im not seeing any records of it with the police or the dmv
3,5,hank,may i ask why i mean its a great way to get the family together for an affordable vacation it mustve been a blow when it went missing
3,5,hank,do you have any ideas at all who mightve taken it
3,5,hank,who are we talking about mrs ortega
3,5,hank,id really like to speak with him
3,5,hank,what was your sons name
3,5,hank,christian ortega was his nickname combo
3,5,hank,thanks for this i really appreciate it
3,6,walter,yeah
3,6,skyler,i found the papers right where you left them in the crib
3,6,walter,yeah well you know best right anything else
3,6,skyler,do you have any thought about how were going to approach this with walter jr
3,6,walter,well hes still my son i mean he will remain
3,6,skyler,of course my point being the divorce
3,6,walter,well i think he gets it dont you i mean i think he saw it coming he sees your unhappiness and
3,6,skyler,my unhappiness my completely outoftheclear bluesky unhappiness really
3,6,walter,look as you said for the best
3,6,skyler,yeah okay last thing and then ill let you go in the child support worksheet you list medical dental child care transportation housing education food clothing
3,6,walter,thats right all of it
3,6,skyler,walt no
3,6,walter,skyler you wanted me out im out but i will provide for my family
3,6,skyler,not with that money youd be making us accessories after the fact
3,6,walter,how do you think weve been paying our bills these last six months i have to go
3,6,walter,no no this ones fine ill take it
3,6,walter,yeah i like it i like everything about it ill take it asis name one thing in this world that is not negotiable
3,6,badger,yo for real this is all you
3,6,jesse,all me
3,6,skinny pete,heisenberg who thats what i say my man jesse can cook check it yo it aint cloudy or dirty or nothing just the right shade of blue
3,6,badger,good shade check out that crystal size
3,6,skinny pete,if that btch was any bigger it would be a jolly rancher
3,6,jesse,be my guest
3,6,badger,you sure i feel kind of dickish with you being in rehab and all
3,6,jesse,no i can watch yo i can cook and i can watch
3,6,skinny pete,go for it i tried it last week im still coming down
