Temporada,Episodio,Hablante,Frase,Key Lemmas,Evil Count Level 1: Selfish Evil,Evil Count Level 2: Manipulative Evil,Evil Count Level 3: Aggressive Evil,Evil Count Level 4: Dehumanizing Evil,Evil Count Level 5: Sadistic Evil,Hubris Count Arrogance and Pride,Hubris Count Disregard for Rules,Hubris Count Excessive Emotions,Hubris Count Grandiosity and Transcendence,Hubris Count Power and Control,Hubris Count Self-Justification,Total Evil Count,Total Hubris Count
2,5,walter,youve made the division of labor very clear,youve made division labor clear,3,1,3,3,2,3,3,3,0,3,3,12,15
2,5,jesse,yo i mean seriously what the hell do you want me to do huh,yo mean seriously hell want huh,2,0,2,2,0,2,2,2,3,2,2,6,13
2,5,skyler,sorry,sorry,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,walter,you snuck in didnt even know you were home what you eating,snuck didnt even know home eating,1,0,1,1,2,1,1,1,1,1,1,5,6
2,5,skyler,a panini theres another one in the freezer if you want it,panini there another one freezer want,3,0,3,3,0,3,3,3,2,3,3,9,17
2,5,walter,i thought we nixed those huh,thought nixed huh,0,0,0,0,1,0,0,0,4,0,0,1,4
2,5,skyler,did we,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,walter,yeah i mean arent those the ones with the offthechart sodium,yeah mean arent one offthechart sodium,4,0,4,4,1,4,4,4,3,4,4,13,23
2,5,skyler,i had a craving once in a while is no big deal,craving big deal,2,1,2,2,1,2,2,2,0,2,2,8,10
2,5,walter,so wheres junior,wheres junior,0,0,0,0,0,0,0,0,1,0,0,0,1
2,5,skyler,out,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,walter,with whom,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,skyler,louis,louis,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,walter,out where,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,skyler,somewhere i dont know hell be back by 900,somewhere dont know hell back,1,1,1,1,1,1,1,1,2,1,1,5,7
2,5,walter,i just thought you might have a clue where your son is,thought might clue son,0,0,0,0,0,0,0,0,3,0,0,0,3
2,5,skyler,why dont you why am i the only one who needs to keep track of our son ill tell you what walt you want to know where he is ask him just pick up the phone like i do,dont one need keep track son ill tell walt want know ask pick phone,4,0,4,4,2,4,4,4,1,4,4,14,21
2,5,walter,perhaps you might know something about this,perhaps might know something,1,0,1,1,0,1,1,1,3,1,1,3,8
2,5,skyler,perhaps and then again perhaps i dont perhaps i smoked them in a fugue state,perhaps perhaps dont perhaps smoked fugue state,4,0,4,4,2,4,4,4,3,4,4,14,23
2,5,walter,id like an explanation why would you do this youre pregnant for gods sakes,id explanation would youre pregnant god sake,4,0,4,4,3,4,4,4,0,4,4,15,20
2,5,skyler,three and a half cigarettes is not going to do a thing to the baby not a thing,three half cigarette going thing baby thing,3,2,3,3,0,3,3,3,4,3,3,11,19
2,5,walter,im glad youre so sure doctor,im glad youre sure doctor,1,0,1,1,2,1,1,1,0,1,1,5,5
2,5,skyler,three and a half that was it i tossed the rest and im sure youll be very glad to hear that yes i feel ashamed this is something that,three half tossed rest im sure youll glad hear yes feel ashamed something,5,0,5,5,3,5,5,5,5,5,5,18,30
2,5,walter,this is so unlike you,unlike,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,skyler,oh really how would you know,oh really would know,1,0,1,1,1,1,1,1,1,1,1,4,6
2,5,walter,you asked me what i want you to do i want you to handle it,asked want want handle,4,0,4,4,2,4,4,4,1,4,4,14,21
2,6,skinny pete,what up damn btch,damn btch,1,1,1,1,1,1,1,1,1,1,1,5,6
2,6,jesse,got something for me,got something,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,skinny pete,yeah i found them,yeah found,1,0,1,1,1,1,1,1,1,1,1,4,6
2,6,jesse,is this a 5 or an s,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,skinny pete,5 no wait s yeah a 5,wait yeah,2,0,2,2,0,2,2,2,1,2,2,6,11
2,6,jesse,jesus how the hell do you spell street wrong streat,jesus hell spell street wrong streat,1,0,1,1,0,1,1,1,1,1,1,3,6
2,6,skinny pete,hey man im slinging mad volume and fatstackin benjis you know what im saying i cant be all about like spelling and shit,hey man im slinging mad volume fatstackin benjis know im saying cant spelling shit,6,1,6,6,1,6,6,6,2,6,6,20,32
2,6,jesse,so they got names,got name,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,skinny pete,hers is like i dont know shes just this woman is all him they call spooge,dont know shes woman call spooge,2,0,2,2,1,2,2,2,1,2,2,7,11
2,6,jesse,spooge not mad dog not diesel so let me get this straight you got jacked by a guy named spooge,spooge mad dog diesel let get straight got jacked guy named spooge,4,0,4,4,5,4,4,4,1,4,4,17,21
2,6,skinny pete,yo whats his name matter alls i saw was that knife he stuck in my face like that big but if youre looking for a reason not to go do this thing,yo whats name matter alls saw knife stuck face big youre looking reason go thing,7,1,7,7,0,7,7,7,2,7,7,22,37
2,6,jesse,did i say that,say,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,skinny pete,cause ill go do it myself right its just im on probation and all so you gonna do it good right on cause these two they need to get got,cause ill go right im probation gon na good right cause two need get got,4,1,4,4,2,4,4,4,2,4,4,15,22
2,6,jesse,wheres my money btch wheres my money wheres my money btch huh btch wheres my money btch oh thats good wheres my money btch btch wheres my money come on i will mess you up is that how you want to play this your call your funeral jack do not mess with me i will bury you cause im crazy yo mucho loco do not test me,wheres money btch wheres money wheres money btch huh btch wheres money btch oh thats good wheres money btch btch wheres money come mess want play call funeral jack mess bury cause im crazy yo mucho loco test,8,7,8,8,1,8,8,8,17,8,8,32,57
2,6,jesse,good morning,good morning,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,jesse,sorry,sorry,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,jesse,yeah high 70s,yeah high,1,0,1,1,0,1,1,1,3,1,1,3,8
2,6,jesse,right on you too,right,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,jesse,god shit anybody home yo is anybody else home wheres your folks they here whats your name my names diesel yo dont you want to watch something other than this like i dont know mr rogers so when your folks coming home your dad mr spooge when is he getting back,god shit anybody home yo anybody else home wheres folk whats name name diesel yo dont want watch something dont know mr rogers folk coming home dad mr spooge getting back,9,3,9,9,8,9,9,9,8,9,9,38,53
2,6,marie,hey there you three just wanted to wish walt a good first day back well be thinkin thinking about you teaching valences and covalences andokay thats officially all i remember good luck skyler give me a call when you get a chance,hey three wanted wish walt good first day back thinkin thinking teaching valence covalence andokay thats officially remember good luck skyler give call get chance,13,2,13,13,5,13,13,13,8,13,13,46,73
2,6,gretchen,hi walt and skyler this is gretchen schwartz just calling to say hello im down from santa fe today and i was just thinking about you both hoping everythings well i tried walts cell and it said the number had been disconnected so im just hoping that everythings okay call me if you can whenevers convenient,hi walt skyler gretchen schwartz calling say hello im santa fe today thinking hoping everythings tried walts cell said number disconnected im hoping everythings okay call whenevers convenient,11,1,11,11,5,11,11,11,10,11,11,39,65
2,6,skyler,this is skyler white am i catching you at a bad time,skyler white catching bad time,2,1,2,2,1,2,2,2,2,2,2,8,12
2,6,gretchen,no not at all its so good to hear from you how is everybody,good hear everybody,1,1,1,1,2,1,1,1,1,1,1,6,6
2,6,skyler,very well thank you walt is actually at work today its his first day back at work and he lost his cell phone quite a while back and i really hope we didnt worry you,thank walt work today first day back work lost cell phone quite back really hope didnt worry,7,2,7,7,4,7,7,7,3,7,7,27,38
2,6,gretchen,im just so glad to hear that everybodys fine thats wonderful,im glad hear everybodys fine thats wonderful,3,1,3,3,3,3,3,3,2,3,3,13,17
2,6,skyler,im so very very long overdue in telling you this and i just have to take walt at his word that hes been passing it along for me i mean hes been so adamant about wanting to handle this whole thing by himself but i have picked up the phone about a hundred times i just,im long overdue telling take walt word he passing along mean he adamant wanting handle whole thing picked phone hundred time,10,0,10,10,7,10,10,10,7,10,10,37,57
2,6,gretchen,what is it,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,skyler,i cant begin to thank you and elliott for what youve done the money for walts treatment its just its saved us,cant begin thank elliott youve done money walts treatment saved u,5,1,5,5,2,5,5,5,1,5,5,18,26
2,6,gretchen,i dont know if i,dont know,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,skyler,walt keeps saying dont bother them its no big deal but it is a big deal to me and to all of us so i just finally wanted to say thank you anyway end of speech so i do hope we get to see you soon truly anytime youre in town anytime at all is good for us,walt keep saying dont bother big deal big deal u finally wanted say thank anyway end speech hope get see soon truly anytime youre town anytime good u,12,3,12,12,6,12,12,12,4,12,12,45,64
2,6,gretchen,how about this afternoon,afternoon,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,walter,monoalkenes diolefins trienes polyenes the nomenclature alone is enough to make your head spin but when you start to feel overwhelmed and you will just keep in mind that one element carbon carbon is at the center of it all there is no life without carbon nowhere that we know of in the universe everything that lives lived will live carbon carmen is carbon sorry assistant principal carmen did you i like to think of it i like to think that the diamond and the woman who wears it on her finger are both formed from the same stuff or say the diamond and the man who invented it that got your attention right the man who invented the diamond all right h tracy hall write this name down dr hall invented the first reproducible process for making synthetic diamonds i mean this is way back in the 50s now today synthetic diamonds are used in oil drilling electronics and multibillion dollar industries at the time dr hall worked for general electric and he made them a fortune i mean incalculable you want to know how ge rewarded dr hall a 10 us savings bond anyway a savings bond printed on carbonbased paper paid to a carbonbased man for something he made out of carbon,monoalkenes diolefins trienes polyenes nomenclature alone enough make head spin start feel overwhelmed keep mind one element carbon carbon center life without carbon nowhere know universe everything life lived live carbon carmen carbon sorry assistant principal carmen think think diamond woman wear finger formed stuff say diamond man invented got attention right man invented diamond right h tracy hall write name dr hall invented first reproducible process making synthetic diamond mean way back today synthetic diamond used oil drilling electronics multibillion dollar industry time dr hall worked general electric made fortune mean incalculable want know ge rewarded dr hall u saving bond anyway saving bond printed carbonbased paper paid carbonbased man something made carbon,59,16,59,59,39,59,59,59,18,59,59,232,313
2,6,walter,a little skinnier which is definitely no tragedy and then theres the hair thing,little skinnier definitely tragedy there hair thing,2,0,2,2,2,2,2,2,3,2,2,8,13
2,6,walter,absolutely 100 im glad to be back at work im glad to im happy to be here really,absolutely im glad back work im glad im happy really,6,2,6,6,2,6,6,6,1,6,6,22,31
2,6,walter,is everything okay,everything okay,1,0,1,1,0,1,1,1,1,1,1,3,6
2,6,walter jr,see you jeffrey let me see it dad let me see it,see jeffrey let see dad let see,1,0,1,1,2,1,1,1,0,1,1,5,5
2,6,walter,dont worry about it lets go,dont worry let go,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,jesse,hey peekaboo no peekaboo ah man you stay right here all right i mean it,hey peekaboo peekaboo ah man stay right right mean,6,2,6,6,0,6,6,6,4,6,6,20,34
2,6,jesse,you shut up no you shut up get up shut up both of you,shut shut get shut,0,0,0,0,0,0,0,0,3,0,0,0,3
2,6,walter,you know who might have done it i have an idea heres what i think you id them and then together you and i put a bag over their heads we tie them up drive them way out into the desert strip them naked then bury them up to their necks on a huge mound of fire ants saw it in that old western you with me,know might done idea here think id together put bag head tie drive way desert strip naked bury neck huge mound fire ant saw old western,7,2,7,7,9,7,7,7,6,7,7,32,41
2,6,walter jr,scorpions,scorpion,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,scorpions are good very nice,scorpion good nice,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,walter jr,damn dad check it out who is this,damn dad check,2,0,2,2,3,2,2,2,1,2,2,9,11
2,6,skyler,so this is walter jr or flynn he likes to go by flynn these days,walter jr flynn like go flynn day,2,0,2,2,1,2,2,2,0,2,2,7,10
2,6,walter jr,mom,mom,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,skyler,what im just offering the choice this is mrs schwartz whom youve heard so much about,im offering choice mr schwartz youve heard much,2,0,2,2,1,2,2,2,4,2,2,7,14
2,6,gretchen,very nice to meet you flynn,nice meet flynn,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter jr,nice to meet you too,nice meet,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,look whos here always nice to see you what a nice surprise,look who always nice see nice surprise,2,0,2,2,0,2,2,2,1,2,2,6,11
2,6,gretchen,look at you youre looking good,look youre looking good,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,walter,though a bald head is a bit of a shocker,though bald head bit shocker,2,2,2,2,2,2,2,2,4,2,2,10,14
2,6,skyler,i know it was for me,know,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,gretchen,you have a good shaped head may i,good shaped head may,3,0,3,3,3,3,3,3,2,3,3,12,17
2,6,walter,oh sure,oh sure,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,gretchen,for good luck right,good luck right,0,0,0,0,1,0,0,0,1,0,0,1,1
2,6,walter,exactly heres hoping we could use some of that huh,exactly here hoping could use huh,1,0,1,1,1,1,1,1,4,1,1,4,9
2,6,walter jr,mrs schwartz thank you so much for what youve done for my dad it was a really good thing,mr schwartz thank much youve done dad really good thing,4,0,4,4,4,4,4,4,4,4,4,16,24
2,6,gretchen,youre very welcome,youre welcome,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,skyler,were going to find a way to repay you,going find way repay,2,0,2,2,1,2,2,2,0,2,2,7,10
2,6,gretchen,we dont want to ever hear that you know what i hate to say it but i really need to get going,dont want ever hear know hate say really need get going,5,0,5,5,2,5,5,5,2,5,5,17,27
2,6,skyler,thats too bad you cant stay for dinner,thats bad cant stay dinner,4,1,4,4,2,4,4,4,1,4,4,15,21
2,6,gretchen,i wish i could but unfortunately i have to try to beat the traffic,wish could unfortunately try beat traffic,3,1,3,3,1,3,3,3,1,3,3,11,16
2,6,skyler,well i hope we get a chance to catch up real soon,hope get chance catch real soon,3,0,3,3,0,3,3,3,3,3,3,9,18
2,6,gretchen,hopefully,hopefully,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,skyler,your purse good to see you and you and elliott are welcome any time really and i for one am gonna be much better about keeping in touch its so good to see you,purse good see elliott welcome time really one gon na much better keeping touch good see,2,1,2,2,2,2,2,2,2,2,2,9,12
2,6,gretchen,and you,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter jr,nice meeting you,nice meeting,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,gretchen,likewise bye now,likewise bye,0,1,0,0,0,0,0,0,0,0,0,1,0
2,6,skyler,drive safely,drive safely,1,0,1,1,1,1,1,1,0,1,1,4,5
2,6,walter,what am i thinking i should walk her to her car really ill be right back,thinking walk car really ill right back,4,1,4,4,0,4,4,4,2,4,4,13,22
2,6,walter,gretchen what did you we need to talk can you not do or say anything to anyone until then please please,gretchen need talk say anything anyone please please,6,0,6,6,1,6,6,6,2,6,6,19,32
2,6,jesse,wheres my money btch i aint going to keep asking nice yo all right i want my money and my dope come on,wheres money btch aint going keep asking nice yo right want money dope come,3,1,3,3,1,3,3,3,3,3,3,11,18
2,6,jesse,what what do you want to say,want say,2,0,2,2,0,2,2,2,0,2,2,6,10
2,6,jesse,shut up,shut,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,jesse,shut up empty your pockets turn them out everything on the table do it all right turn around turn around turn out your back pockets come on all right shoes give them here,shut empty pocket turn everything table right turn around turn around turn back pocket come right shoe give,4,2,4,4,2,4,4,4,5,4,4,16,25
2,6,jesse,shot an ounce in a day and a half all right tell you what both of you pull it out of your butts right now or i grab a flashlight and some pliers and go exploring whats it going to be yo come on there you go all right come on on the table so what you hold the crystal and she holds the h huh,shot ounce day half right tell pull butt right grab flashlight plier go exploring whats going yo come go right come table hold crystal hold h huh,7,3,7,7,3,7,7,7,13,7,7,27,48
2,6,jesse,all right theres maybe an 8ball here wheres the rest of my meth,right there maybe wheres rest meth,1,1,1,1,0,1,1,1,4,1,1,4,9
2,6,jesse,shut up stop it,shut stop,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,jesse,you see this gn huh its got five bllts one for each kneecap plus an extra round for your cranial for being such a pssy,see gn huh got five bllts one kneecap plus extra round cranial pssy,4,1,4,4,1,4,4,4,2,4,4,14,22
2,6,jesse,all right you two are never getting high again i will make it my lifes mission not another needle not another ball not one toke not till i get whats mine,right two never getting high make life mission another needle another ball one toke till get whats mine,5,1,5,5,1,5,5,5,6,5,5,17,31
2,6,jesse,youre damn right plus interest where,youre damn right plus interest,1,0,1,1,1,1,1,1,1,1,1,4,6
2,6,jesse,me and your old man were just playing a game all right hey dont move come on,old man playing game right hey dont move come,3,0,3,3,2,3,3,3,2,3,3,11,17
2,6,jesse,what the hell am i supposed to do with this,hell supposed,0,0,0,0,1,0,0,0,1,0,0,1,1
2,6,jesse,thats my bank,thats bank,2,1,2,2,0,2,2,2,1,2,2,7,11
2,6,jesse,where the hell did you get this,hell get,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,jesse,what nobody saw you what about witnesses dumb ass,nobody saw witness dumb as,2,2,2,2,2,2,2,2,0,2,2,10,10
2,6,jesse,nobody noticed for real,nobody noticed real,1,1,1,1,2,1,1,1,0,1,1,6,5
2,6,jesse,jesus come on already,jesus come already,2,0,2,2,1,2,2,2,0,2,2,7,10
2,6,jesse,you dont know what youre doing i thought you told me you boosted like six of these,dont know youre thought told boosted six,0,1,0,0,3,0,0,0,2,0,0,4,2
2,6,jesse,sit all right i swear to god i will sht you both in the face now chill you get that thing open you sit the hell down and no throwing things wheres the kid the kid the little kid,sit right swear god sht face chill get thing open sit hell throwing thing wheres kid kid little kid,2,0,2,2,4,2,2,2,8,2,2,10,18
2,6,jesse,what the hell kind of mother are you how about you feed the kid a decent meal every now and then give him a bath put some baby powder on him get him some decent tv to watch what is this shit are you serious,hell kind mother feed kid decent meal every give bath put baby powder get decent tv watch shit serious,4,3,4,4,6,4,4,4,5,4,4,21,25
2,6,jesse,get out of the way get out of the way,get way get way,2,0,2,2,0,2,2,2,0,2,2,6,10
2,6,walter,so you didnt tell anyone you didnt tell elliott,didnt tell anyone didnt tell elliott,1,0,1,1,4,1,1,1,0,1,1,7,5
2,6,gretchen,not yet,yet,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,what does that mean,mean,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,gretchen,it means what it means its a determination i have yet to make,mean mean determination yet make,4,0,4,4,1,4,4,4,0,4,4,13,20
2,6,walter,all right fair enough i can appreciate that all right first let me say i very much regret involving you in this this entire thing was unfortunate,right fair enough appreciate right first let say much regret involving entire thing unfortunate,5,0,5,5,0,5,5,5,5,5,5,15,30
2,6,gretchen,unfortunate,unfortunate,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,walter,and i apologize deeply,apologize deeply,1,0,1,1,1,1,1,1,0,1,1,4,5
2,6,gretchen,now please tell me why you did it,please tell,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,walter,thats not really at issue here,thats really issue,2,0,2,2,0,2,2,2,1,2,2,6,11
2,6,gretchen,you told me your insurance was covering it was that a lie if you wont take our money and your insurance isnt covering it how are you paying for it,told insurance covering lie wont take money insurance isnt covering paying,4,0,4,4,1,4,4,4,0,4,4,13,20
2,6,walter,this is not an issue that concerns you gretchen okay,issue concern gretchen okay,1,0,1,1,0,1,1,1,1,1,1,3,6
2,6,gretchen,excuse me it does concern me it concerns me greatly you tell your wife and son that i am paying for your cancer treatment why are you doing this,excuse concern concern greatly tell wife son paying cancer treatment,4,0,4,4,0,4,4,4,0,4,4,12,20
2,6,walter,i will clear this up with them,clear,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,gretchen,the look on skylers face shes sitting there tears in her eyes thanking me for saving your life why would you do that to her,look skylers face shes sitting tear eye thanking saving life would,4,0,4,4,1,4,4,4,2,4,4,13,22
2,6,walter,as i said i will clear this up just please allow me to do this in my own way in my own time all right i will explain the whole thing to them,said clear please allow way time right explain whole thing,6,0,6,6,1,6,6,6,3,6,6,19,33
2,6,gretchen,and while youre at it explain it to me,youre explain,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,walter,i dont owe you an explanation i owe you an apology and i have apologized i am very sorry gretchen there ive apologized twice now im humbly sorry three times,dont owe explanation owe apology apologized sorry gretchen ive apologized twice im humbly sorry three time,5,1,5,5,3,5,5,5,3,5,5,19,28
2,6,gretchen,let me just get this straight elliott and i offer to pay for your treatment no strings attached an offer which still stands by the way and you turn us down out of pride whatever and then you tell your wife that in fact we are paying for your treatment without our knowledge against our will you involve us in your lie and you sit here and tell me that that is none of my business,let get straight elliott offer pay treatment string attached offer still stand way turn u pride whatever tell wife fact paying treatment without knowledge involve u lie sit tell none business,11,1,11,11,4,11,11,11,4,11,11,38,59
2,6,walter,thats pretty much the size of it,thats pretty much size,1,0,1,1,0,1,1,1,2,1,1,3,7
2,6,gretchen,what happened to you really walt what happened because this isnt you,happened really walt happened isnt,4,0,4,4,2,4,4,4,2,4,4,14,22
2,6,walter,what would you know about me what would your presumption about me be exactly that i should go begging for your charity and you waving your checkbook around like some magic wand is going to make me forget how you and elliott cut me out,would know would presumption exactly go begging charity waving checkbook around magic wand going make forget elliott cut,7,2,7,7,4,7,7,7,2,7,7,27,37
2,6,gretchen,what that cant be how you see it,cant see,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,walter,it was my hard work my research and you and elliott make millions off it,hard work research elliott make million,3,0,3,3,1,3,3,3,2,3,3,10,17
2,6,gretchen,that cannot be how you see it,see,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,good thats beautifully done,good thats beautifully done,2,1,2,2,2,2,2,2,1,2,2,9,11
2,6,gretchen,you left,left,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,you are always the picture of innocence,always picture innocence,2,0,2,2,0,2,2,2,0,2,2,6,10
2,6,gretchen,you left me,left,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,the picture of innocence just sweetness and light,picture innocence sweetness light,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,gretchen,you left me newport 4th of july weekend you and my father and my brothers and i go up to our room and youre packing your bags barely talking what did i dream all that,left newport july weekend father brother go room youre packing bag barely talking dream,6,3,6,6,2,6,6,6,2,6,6,23,32
2,6,walter,thats your excuse to build your little empire on my work,thats excuse build little empire work,1,1,1,1,1,1,1,1,1,1,1,5,6
2,6,gretchen,how can you say that to me you walked away you abandoned us me elliott,say walked away abandoned u elliott,6,1,6,6,3,6,6,6,0,6,6,22,30
2,6,walter,little rich girl just adding to your millions,little rich girl adding million,1,0,1,1,2,1,1,1,1,1,1,5,6
2,6,gretchen,i dont even know what to say to you i dont even know where to begin i feel so sorry for you walt,dont even know say dont even know begin feel sorry walt,2,1,2,2,2,2,2,2,0,2,2,9,10
2,6,walter,fck you,fck,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,jesse,little man you hungry what are you doing,little man hungry,1,0,1,1,0,1,1,1,1,1,1,3,6
2,6,skyler,should i ask where youve been never mind were long past that i suppose gretchen called about an hour ago we need to talk,ask youve never mind long past suppose gretchen called hour ago need talk,5,0,5,5,3,5,5,5,2,5,5,18,27
2,6,walter,just say it,say,1,0,1,1,0,1,1,1,0,1,1,3,5
2,6,skyler,theyre cutting off the money,theyre cutting money,0,0,0,0,0,0,0,0,1,0,0,0,1
2,6,walter,what did she say exactly,say exactly,2,0,2,2,0,2,2,2,0,2,2,6,10
2,6,skyler,not much it was abrupt she said something like im sorry to have to do this but elliott and i can no longer continue to pay for walts treatment i wish you the very best and that was it she sounded apologetic i guess it was quick she got right off the phone i was so stunned but i called her back and she didnt pick up so what do you know about this she and i had a perfectly nice visit this afternoon and then you come home and all of a sudden shes in a big hurry to leave and then the two of you are talking in the driveway what do you know that i dont where were you tonight,much abrupt said something im sorry elliott longer continue pay walts treatment wish best sounded apologetic guess quick got right phone stunned called back didnt pick know perfectly nice visit afternoon come home sudden shes big hurry leave two talking driveway know dont tonight,12,4,12,12,11,12,12,12,9,12,12,51,69
2,6,walter,i drove up to santa fe i was with gretchen well gretchen and elliott she just couldnt bring herself to tell you today i mean she couldnt tell me either really there was a lot of hemming and hawing and beating around the bush from both of them,drove santa fe gretchen gretchen elliott couldnt bring tell today mean couldnt tell either really lot hemming hawing beating around bush,8,3,8,8,5,8,8,8,6,8,8,32,46
2,6,skyler,what tell us what,tell u,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,walter,there was a lot of business phraseology being tossed around things like cash poor and leveraged and quarterly decline yada yada yada but what they were truly saying in my opinion theyre broke,lot business phraseology tossed around thing cash poor leveraged quarterly decline yada yada yada truly saying opinion theyre broke,12,2,12,12,7,12,12,12,4,12,12,45,64
2,6,skyler,you are kidding me,kidding,0,0,0,0,2,0,0,0,0,0,0,2,0
2,6,walter,i mean the economys in the toilet we all know that and all these big banks and fannie mae and apparently gray matter is no more immune than anyone else,mean economy toilet know big bank fannie mae apparently gray matter immune anyone else,9,2,9,9,0,9,9,9,0,9,9,29,45
2,6,skyler,that isjesus thats she could have just told me herself,isjesus thats could told,1,0,1,1,2,1,1,1,1,1,1,5,6
2,6,walter,well theyre prideful people listen not to sound selfish but as far as we go well get through this okay theyve already paid for most of my treatment right were going to make it all right i promise,theyre prideful people listen sound selfish far go get okay theyve already paid treatment right going make right promise,7,0,7,7,4,7,7,7,5,7,7,25,40
2,6,skyler,and yet she still drives a bentley,yet still drive bentley,0,1,0,0,1,0,0,0,0,0,0,2,0
2,6,walter,keeping up appearances or i dont know who knows,keeping appearance dont know know,3,0,3,3,1,3,3,3,0,3,3,10,15
2,6,jesse,no dont,dont,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,jesse,remember peekaboo can you go peekaboo like this can you keep your eyes closed you keep them closed thats good thats real good all right you keep them closed just like that its a little game were going to play look at me you wait right here okay its just part of the game you wait right here andlook just dont go back inside all right you stay right here okay you have a good rest of your life kid,remember peekaboo go peekaboo keep eye closed keep closed thats good thats real good right keep closed little game going play look wait right okay part game wait right andlook dont go back inside right stay right okay good rest life kid,16,4,16,16,10,16,16,16,7,16,16,62,87
2,7,walter,nitrogen bonds to oxygen which in turnyou do know what a bond is a strong force of attraction covalent bonds ionic bonds the coming together of atoms and molecules to form compounds chemical bonds are what make matter matter bonds are what hold the physical world together what hold us together,nitrogen bond oxygen turnyou know bond strong force attraction covalent bond ionic bond coming together atom molecule form compound chemical bond make matter matter bond hold physical world together hold u together,9,6,9,9,10,9,9,9,7,9,9,43,52
2,7,walter,your test score says otherwise it tells me you dont get it at all,test score say otherwise tell dont get,1,0,1,1,1,1,1,1,1,1,1,4,6
2,7,walter,what is close theres no close in science barry there are right answers and wrong answers close didnt put men on the moon,close there close science barry right answer wrong answer close didnt put men moon,3,1,3,3,2,3,3,3,2,3,3,12,17
2,7,walter,dont bullshit a bullshitter the answer is no next time apply yourself,dont bullshit bullshitter answer next time apply,2,2,2,2,1,2,2,2,2,2,2,9,12
2,7,jesse,yo if i know you leave a message,yo know leave message,2,0,2,2,0,2,2,2,0,2,2,6,10
2,7,walter,are you ducking me or what this makes the third time look i will be leaving this phone on for another 15 minutes so call me and by the way that thing we talked about when i said handle it well dont let it go all right,ducking make third time look leaving phone another minute call way thing talked said handle dont let go right,8,0,8,8,6,8,8,8,6,8,8,30,46
2,7,walter,jesse open the door i know youre home your car is here come on jesse,jesse open door know youre home car come jesse,1,0,1,1,1,1,1,1,1,1,1,4,6
2,7,jane,can i help you,help,0,0,0,0,0,0,0,0,1,0,0,0,1
2,7,walter,no,,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,jane,well im the manager so can we stop with the pounding please,im manager stop pounding please,3,0,3,3,1,3,3,3,0,3,3,10,15
2,7,walter,youre the manager you can help me absolutely i very much need to get inside here so if you have a master keyyou have a key right,youre manager help absolutely much need get inside master keyyou key right,4,1,4,4,2,4,4,4,3,4,4,15,23
2,7,jane,yeah i have a key,yeah key,1,0,1,1,0,1,1,1,1,1,1,3,6
